Location_City,Location_District,Listing_Date,Square_Footage,Bedrooms,Bathrooms,Year_Built,Build_Quality_Rating,Market_Trend_Index,Sale_Price_GBP,Agent_Commission_Percentage,Days_On_Market,Revenue_GBP_Monthly,Listing_Year,Listing_Month,Days_Since_Listed,Log_Sale_Price,Property_Age,Property_Type_FreqEnc,Transaction_Type_FreqEnc,Revenue_Activity_FreqEnc
0,11,2020-10-09,753,2,2,2009,5,0.94,265323.27,2.02,133,11586.48,2020,10,1783,12.488708017283546,11,0.3285,0.3058,0.0995
1,17,2018-01-20,1950,5,4,1966,3,1.02,1993342.02,2.1,80,49701.69,2018,1,2776,14.50532369677867,52,0.3285,0.3058,0.1019
0,21,2019-05-17,2068,1,1,1975,4,0.99,1282816.69,1.74,82,1860.08,2019,5,2294,14.064569536852607,44,0.3374,0.6942,0.6942
0,15,2023-09-07,2766,3,2,1979,1,1.1,1157239.33,2.84,131,2738.8,2023,9,720,13.961548702842187,44,0.3374,0.6942,0.6942
1,22,2022-02-16,2661,3,2,1991,1,1.11,1119855.87,1.01,40,942.55,2022,2,1288,13.928711440461989,31,0.3374,0.6942,0.6942
0,21,2021-09-17,3269,1,1,1988,2,1.15,1428735.34,2.25,8,77699.52,2021,9,1440,14.172300933240553,33,0.3341,0.3058,0.0995
0,18,2018-09-15,1273,1,1,2018,1,1.0,506187.84,1.84,108,776.15,2018,9,2538,13.134665080228242,0,0.3341,0.6942,0.6942
1,8,2019-03-18,3951,5,4,1980,7,0.99,2773032.15,1.6,120,3697.38,2019,3,2354,14.835452279088306,39,0.3285,0.6942,0.6942
0,18,2024-12-01,1072,3,2,1978,10,1.06,773121.06,2.34,23,1507.59,2024,12,269,13.558192219373074,46,0.3341,0.6942,0.6942
1,22,2021-09-21,2618,1,1,1962,1,1.14,1621150.71,1.92,46,2593.84,2021,9,1436,14.298647386714817,59,0.3374,0.6942,0.6942
0,15,2020-06-12,2102,5,4,2017,5,0.9,1039331.41,2.58,21,2234.56,2020,6,1902,13.854089151541361,3,0.3285,0.6942,0.6942
1,10,2024-01-27,3497,1,1,2018,10,1.13,1704139.21,1.34,169,1902.96,2024,1,578,14.348571265850198,6,0.3285,0.6942,0.6942
1,0,2025-03-15,2025,1,1,2021,7,1.15,1359736.0,2.76,158,3127.39,2025,3,165,14.122801856658516,4,0.3374,0.6942,0.6942
2,26,2020-09-23,2986,4,2,1999,9,0.86,1328287.48,1.33,82,1472.19,2020,9,1799,14.099401814343395,21,0.3374,0.6942,0.6942
2,16,2022-10-11,1517,1,1,1981,10,1.05,778220.97,2.5,88,1621.29,2022,10,1051,13.564767070951094,41,0.3374,0.6942,0.6942
1,10,2024-06-20,3188,2,2,1994,3,1.1,1964731.24,1.61,160,2636.01,2024,6,433,14.490866529369587,30,0.3374,0.6942,0.6942
1,4,2022-10-29,1794,1,1,1988,3,1.15,1239952.71,1.93,28,1994.26,2022,10,1033,14.030584606239252,34,0.3341,0.6942,0.6942
1,23,2022-11-07,754,4,2,1998,6,1.12,544160.6,2.03,45,20251.89,2022,11,1024,13.207001540548372,24,0.3341,0.3058,0.0995
2,27,2020-09-21,3342,4,1,2012,7,0.9,1490111.87,2.93,107,3638.36,2020,9,1801,14.214362426730482,8,0.3374,0.6942,0.6942
2,9,2018-11-13,1273,2,1,2013,6,0.99,596908.86,2.32,121,1154.02,2018,11,2479,13.299521392700155,5,0.3374,0.6942,0.6942
2,9,2024-09-24,891,1,1,1980,5,1.05,436519.72,2.32,121,843.94,2024,9,337,12.986591121634628,44,0.3374,0.6942,0.6942
1,4,2019-01-03,1932,1,1,2004,5,1.02,1623525.7,2.26,112,39939.63,2019,1,2428,14.300111316339912,15,0.3341,0.3058,0.0995
2,24,2018-10-28,1926,3,3,1982,6,1.01,999188.07,1.93,114,1607.03,2018,10,2495,13.814699298982676,36,0.3285,0.6942,0.6942
0,25,2022-05-09,2862,2,1,1992,7,1.07,1565885.47,1.43,21,55047.4,2022,5,1206,14.263962656097712,30,0.3285,0.3058,0.1044
1,14,2025-06-09,2147,2,2,1956,5,1.13,2031537.97,2.18,150,3690.63,2025,6,79,14.52430417709573,69,0.3285,0.6942,0.6942
2,9,2021-10-27,1861,1,1,1959,2,1.08,968660.43,1.02,165,823.36,2021,10,1400,13.783670428373208,62,0.3285,0.6942,0.6942
0,21,2020-09-05,1519,3,2,2007,9,0.88,915915.2,1.89,106,57178.27,2020,9,1817,13.727680154755129,13,0.3374,0.3058,0.0995
1,5,2021-02-24,2204,1,1,1964,4,0.95,793148.48,1.22,10,50269.73,2021,2,1645,13.583766982222695,57,0.3341,0.3058,0.1044
1,8,2021-01-09,820,3,3,1970,4,0.89,525954.47,2.33,130,24517.18,2021,1,1691,13.172971830341497,51,0.3374,0.3058,0.0995
2,27,2021-07-19,1348,4,2,1961,10,1.07,665303.37,1.34,101,34200.32,2021,7,1500,13.407999914173761,60,0.3285,0.3058,0.0995
0,1,2025-02-11,2422,2,2,1957,4,1.1,1500549.3,2.1,168,2625.96,2025,2,197,14.221342465459983,68,0.3374,0.6942,0.6942
1,13,2024-05-29,1029,4,2,1966,9,1.13,681460.82,1.14,171,647.39,2024,5,455,13.431995505071727,58,0.3341,0.6942,0.6942
0,21,2020-05-07,1793,4,4,1980,8,0.95,1234285.9,2.17,60,35143.25,2020,5,1938,14.026003952372612,40,0.3341,0.3058,0.0995
2,3,2025-05-03,1933,2,2,2012,7,1.07,1102592.95,2.73,79,42396.89,2025,5,116,13.913176098092011,13,0.3341,0.3058,0.0995
0,11,2018-01-10,1947,3,2,1968,1,1.02,785374.71,1.01,109,45522.88,2018,1,2786,13.573917493731578,50,0.3374,0.3058,0.1044
1,12,2020-12-02,2468,4,2,2007,3,0.85,1337727.36,1.43,174,1594.13,2020,12,1729,14.106483479627089,13,0.3285,0.6942,0.6942
1,14,2023-12-31,1386,4,1,1965,5,1.11,1533095.85,1.54,111,1967.47,2023,12,605,14.242800332635943,58,0.3341,0.6942,0.6942
2,6,2023-12-02,3346,5,5,1973,10,1.1,2674952.92,1.8,77,4012.43,2023,12,634,14.799442711995647,50,0.3374,0.6942,0.6942
0,1,2024-03-31,1709,5,4,2007,6,1.09,1532717.12,2.35,118,3001.57,2024,3,514,14.242553266191534,17,0.3374,0.6942,0.6942
0,11,2022-11-17,2951,2,2,1956,8,1.12,1866359.96,1.05,23,1633.06,2022,11,1014,14.439501082196692,66,0.3374,0.6942,0.6942
0,18,2019-08-26,1544,2,1,1971,5,1.02,779756.16,2.23,44,1449.05,2019,8,2193,13.566737816858158,48,0.3285,0.6942,0.6942
1,19,2023-09-20,1024,2,1,2001,6,1.07,422029.31,1.47,114,516.99,2023,9,707,12.952832415083432,22,0.3285,0.6942,0.6942
0,20,2019-05-28,1099,3,2,1995,10,1.02,694661.17,2.06,42,1192.5,2019,5,2283,13.451180920037736,24,0.3285,0.6942,0.6942
0,11,2024-11-16,2585,3,3,1972,8,1.12,1861881.56,2.15,34,101192.23,2024,11,284,14.4370986628644,52,0.3285,0.3058,0.1044
1,5,2025-03-06,1678,4,4,2016,7,1.09,1408111.91,2.74,33,3215.19,2025,3,174,14.1577610042463,9,0.3285,0.6942,0.6942
1,19,2025-05-01,1133,3,2,1969,9,1.07,590679.2,2.98,108,1466.85,2025,5,118,13.289030033180461,56,0.3285,0.6942,0.6942
2,24,2018-02-18,2649,2,1,1953,8,0.99,1138204.57,1.7,119,1612.46,2018,2,2747,13.944963518830981,65,0.3285,0.6942,0.6942
0,1,2018-11-23,1827,3,2,1958,10,1.01,1195097.79,1.83,39,1822.52,2018,11,2469,13.993739409386883,60,0.3285,0.6942,0.6942
1,17,2022-08-10,1578,1,1,1983,10,1.12,1053252.22,2.83,175,42583.23,2022,8,1113,13.867394237040482,39,0.3341,0.3058,0.1044
0,25,2023-09-24,2488,4,2,1970,8,1.1,1688009.64,1.97,74,56376.65,2023,9,703,14.33906125743571,53,0.3285,0.3058,0.0995
2,6,2021-12-27,1946,1,1,1974,9,1.12,821733.91,1.06,98,725.86,2021,12,1339,13.619173128108695,47,0.3341,0.6942,0.6942
1,5,2018-07-07,1352,1,1,1993,9,1.0,544929.69,2.95,29,1339.62,2018,7,2608,13.208413891246115,25,0.3341,0.6942,0.6942
0,20,2021-07-22,764,3,3,1986,4,1.06,325394.54,2.08,161,18046.87,2021,7,1497,12.6927967674654,35,0.3341,0.3058,0.1019
2,16,2023-11-16,2399,4,2,1969,6,1.06,1916900.31,1.88,54,3003.14,2023,11,650,14.466220539221084,54,0.3341,0.6942,0.6942
0,18,2019-05-04,2849,5,3,2010,3,0.98,2003042.6,1.92,39,48047.12,2019,5,2307,14.510178381760026,9,0.3374,0.3058,0.1019
1,23,2023-03-26,1054,1,1,2020,5,1.06,422747.22,1.11,96,24711.85,2023,3,885,12.954532056225647,3,0.3374,0.3058,0.1019
0,11,2022-02-03,1662,4,4,1988,6,1.13,941658.08,1.36,80,1067.21,2022,2,1301,13.755398577224945,34,0.3341,0.6942,0.6942
0,25,2019-01-19,2173,1,1,1973,6,1.0,744060.3,2.16,27,1339.31,2019,1,2412,13.519878702894275,46,0.3285,0.6942,0.6942
2,27,2019-01-04,1427,1,1,1994,2,1.0,544013.43,2.56,85,1160.56,2019,1,2427,13.206731051221572,25,0.3285,0.6942,0.6942
2,3,2022-08-10,1051,1,1,1974,7,1.1,625604.19,1.58,167,21333.72,2022,8,1113,13.346474764214632,48,0.3285,0.3058,0.1044
0,15,2025-02-19,1198,2,2,2021,3,1.12,727556.44,2.84,26,1721.88,2025,2,189,13.497448230237437,4,0.3374,0.6942,0.6942
0,21,2024-07-27,1318,3,2,1956,9,1.11,599499.97,2.34,52,1169.02,2024,7,396,13.303852871463409,68,0.3285,0.6942,0.6942
0,11,2018-01-12,524,2,2,1987,8,1.0,386500.41,2.76,97,888.95,2018,1,2784,12.86489079512715,31,0.3374,0.6942,0.6942
0,18,2023-02-22,2676,2,2,1978,9,1.11,1131521.84,2.34,18,2206.47,2023,2,917,13.939074929446347,45,0.3285,0.6942,0.6942
0,11,2020-06-24,1962,4,3,1979,2,0.9,1287573.37,1.72,13,60779.08,2020,6,1890,14.068270672958601,41,0.3341,0.3058,0.0995
2,27,2019-07-13,1261,1,1,1993,7,0.99,744193.74,2.06,170,47961.57,2019,7,2237,13.520058026877205,26,0.3285,0.3058,0.1019
1,23,2018-10-28,1641,2,1,1956,6,1.01,660344.57,2.21,89,64045.45,2018,10,2495,13.400518567885808,62,0.3341,0.3058,0.1019
0,21,2021-11-13,1796,1,1,1978,10,1.1,1045871.28,2.74,50,67485.33,2021,11,1383,13.860361812901319,43,0.3285,0.3058,0.0995
0,21,2024-05-14,3934,1,1,2015,8,1.06,2812612.04,1.07,34,117191.41,2024,5,470,14.849624516687136,9,0.3374,0.3058,0.0995
2,3,2023-08-21,3991,1,1,2000,5,1.13,1665181.4,2.36,55,3274.86,2023,8,737,14.325445224946117,23,0.3285,0.6942,0.6942
2,6,2019-03-01,1744,5,5,1973,2,1.0,1282643.91,1.15,28,1229.2,2019,3,2371,14.064434839897554,46,0.3341,0.6942,0.6942
0,15,2020-07-12,1169,2,2,1964,7,0.88,396295.32,2.54,19,838.83,2020,7,1872,12.889917493240889,56,0.3285,0.6942,0.6942
2,3,2021-09-12,1621,1,1,2016,3,1.13,993582.53,1.98,45,1639.41,2021,9,1445,13.80907341393701,5,0.3341,0.6942,0.6942
2,16,2021-05-23,1078,4,4,1989,1,0.86,558971.65,1.24,66,577.6,2021,5,1557,13.233855824285548,32,0.3374,0.6942,0.6942
1,2,2019-11-15,1002,5,4,1999,3,1.01,559404.5,2.8,149,1305.28,2019,11,2112,13.234629891664481,20,0.3285,0.6942,0.6942
0,15,2018-12-25,3971,5,4,1951,9,0.98,3334737.99,2.66,162,71478.43,2018,12,2437,15.019904970401019,67,0.3341,0.3058,0.1019
0,20,2018-11-05,2022,4,3,1980,3,1.0,1375622.05,2.19,26,2510.51,2018,11,2487,14.134417313724375,38,0.3374,0.6942,0.6942
1,22,2021-02-19,2764,3,3,1996,8,0.94,1103702.15,1.18,159,53320.43,2021,2,1650,13.914181583793326,25,0.3341,0.3058,0.1019
1,2,2022-12-25,3106,3,2,1978,9,1.13,2278246.75,2.43,171,4613.45,2022,12,976,14.638917174757754,44,0.3374,0.6942,0.6942
1,23,2019-01-15,1935,2,1,2017,9,1.02,842869.3,1.62,31,1137.87,2019,1,2416,13.644568369868288,2,0.3341,0.6942,0.6942
0,15,2020-07-01,3702,4,3,2003,8,0.86,1965940.61,2.63,32,4308.69,2020,7,1883,14.491481879349928,17,0.3341,0.6942,0.6942
2,3,2022-01-20,2978,4,2,2014,2,1.14,1657562.35,2.85,101,3936.71,2022,1,1315,14.320859220522943,8,0.3341,0.6942,0.6942
0,21,2023-03-23,1403,4,3,1952,5,1.09,848429.65,1.9,108,1343.35,2023,3,888,13.651143627847075,71,0.3374,0.6942,0.6942
1,12,2021-05-22,3705,4,2,1974,6,0.86,1800502.4,2.49,90,62431.24,2021,5,1558,14.403576850433627,47,0.3341,0.3058,0.0995
2,16,2022-06-06,3285,2,2,1992,9,1.14,2656586.88,1.45,7,3210.04,2022,6,1178,14.792553105447743,30,0.3374,0.6942,0.6942
0,25,2022-10-17,1355,5,2,1955,8,1.07,981686.77,2.82,42,28959.22,2022,10,1045,13.797028583621959,67,0.3341,0.3058,0.1019
0,1,2019-07-27,1306,2,1,1977,4,1.02,591509.33,2.5,169,1232.31,2019,7,2223,13.29043442632247,42,0.3374,0.6942,0.6942
0,11,2024-05-27,3500,2,2,1960,5,1.08,2160082.12,1.71,60,3078.12,2024,5,457,14.585657260401437,64,0.3285,0.6942,0.6942
2,9,2022-11-04,2033,5,3,1985,5,1.09,1867834.47,1.49,87,2319.23,2022,11,1027,14.440290815733357,37,0.3285,0.6942,0.6942
2,27,2024-12-10,1151,3,1,2018,9,1.13,727099.8,2.92,73,24874.8,2024,12,260,13.496820398898855,6,0.3341,0.3058,0.0995
1,13,2023-05-27,2588,1,1,1987,7,1.1,1447974.74,2.32,9,80812.31,2023,5,823,14.1856770976438,36,0.3285,0.3058,0.1044
0,18,2019-11-20,994,5,2,1979,9,1.0,671272.73,1.91,172,1068.44,2019,11,2107,13.416932276135654,40,0.3341,0.6942,0.6942
1,19,2023-09-08,921,4,3,2000,9,1.06,785247.98,2.51,97,26610.0,2023,9,719,13.573756118450671,23,0.3285,0.3058,0.1019
2,24,2022-10-28,1148,4,2,2016,10,1.09,913101.7,2.15,88,1635.97,2022,10,1034,13.724603639559867,6,0.3374,0.6942,0.6942
0,15,2020-07-18,3139,4,1,2016,5,0.9,1224853.54,1.08,116,1102.37,2020,7,1866,14.01833265205333,4,0.3374,0.6942,0.6942
2,16,2020-02-21,2255,4,3,2001,1,1.02,1599816.34,2.91,160,3879.55,2020,2,2014,14.285400018192975,19,0.3285,0.6942,0.6942
0,11,2018-11-07,3063,4,2,1997,1,1.02,1934769.27,1.49,63,2402.34,2018,11,2485,14.475499153883613,21,0.3285,0.6942,0.6942
0,11,2024-04-05,657,1,1,2017,4,1.08,344349.65,2.07,88,594.0,2024,4,509,12.74941574858541,7,0.3285,0.6942,0.6942
0,25,2022-05-03,2844,4,3,2004,10,1.1,1365172.98,2.96,54,46808.76,2022,5,1212,14.12679243635459,18,0.3341,0.3058,0.1044
0,18,2020-08-05,3716,1,1,1982,8,0.91,2164906.97,1.1,61,58710.47,2020,8,1848,14.587888410432093,38,0.3374,0.3058,0.1044
0,18,2020-03-03,1877,2,1,1988,8,0.88,834773.17,1.31,159,911.29,2020,3,2003,13.6349165121636,32,0.3341,0.6942,0.6942
0,1,2023-10-16,3740,5,4,1956,3,1.14,2251876.87,1.6,29,3002.5,2023,10,681,14.62727503497716,67,0.3341,0.6942,0.6942
2,16,2022-07-08,733,1,1,2002,7,1.09,295655.68,2.57,92,633.2,2022,7,1146,12.59695419527751,20,0.3374,0.6942,0.6942
1,28,2021-10-07,717,3,3,1969,7,1.11,529139.26,2.38,80,15328.3,2021,10,1420,13.179008817473505,52,0.3341,0.3058,0.1019
2,9,2021-11-12,2553,1,1,1970,3,1.13,1160267.99,2.82,49,2726.63,2021,11,1384,13.96416242413173,51,0.3341,0.6942,0.6942
2,3,2023-06-03,1063,2,1,1968,1,1.06,660585.85,1.35,13,743.16,2023,6,816,13.400883885594768,55,0.3374,0.6942,0.6942
0,21,2024-01-02,2583,4,1,2015,8,1.14,2040492.9,1.94,17,3298.8,2024,1,603,14.528702444360162,9,0.3374,0.6942,0.6942
0,15,2018-10-07,951,5,1,1985,10,1.0,602070.56,1.65,39,827.85,2018,10,2516,13.308131587658321,33,0.3374,0.6942,0.6942
0,20,2020-02-27,3307,5,4,2020,3,1.01,2408201.97,2.95,147,5920.16,2020,2,2008,14.694391371725768,0,0.3285,0.6942,0.6942
2,24,2020-08-24,3882,1,1,1981,7,0.93,2260625.79,2.83,173,5331.31,2020,8,1829,14.631152673504609,39,0.3374,0.6942,0.6942
0,25,2020-06-28,2562,4,2,2004,1,0.92,1125798.3,1.32,104,1238.38,2020,6,1886,13.934003830231802,16,0.3341,0.6942,0.6942
1,12,2018-04-18,2649,2,1,1963,10,1.02,1053444.59,2.26,162,1983.99,2018,4,2688,13.86757686400132,55,0.3285,0.6942,0.6942
2,26,2024-12-04,3799,3,1,2021,5,1.1,2489279.78,1.39,138,2883.42,2024,12,266,14.727504383344115,3,0.3374,0.6942,0.6942
1,4,2025-02-09,2781,2,1,2003,2,1.09,2278898.35,1.95,38,3703.21,2025,2,199,14.639203143145494,22,0.3374,0.6942,0.6942
1,22,2025-03-24,3855,5,5,2003,2,1.11,1672777.81,2.84,155,3958.91,2025,3,156,14.329996759632301,22,0.3285,0.6942,0.6942
0,18,2021-01-12,2518,1,1,1983,5,0.85,745618.33,2.02,77,1255.12,2021,1,1688,13.521970467446645,38,0.3285,0.6942,0.6942
2,16,2020-03-30,2370,2,1,2013,10,0.88,1579519.63,2.16,15,2843.14,2020,3,1976,14.272631960234264,7,0.3285,0.6942,0.6942
2,6,2025-06-02,1427,4,1,2004,10,1.1,721552.25,2.74,81,51111.23,2025,6,86,13.489161459046443,21,0.3374,0.3058,0.1044
2,9,2022-04-26,765,2,2,2018,9,1.09,591473.84,1.16,25,571.76,2022,4,1219,13.290374425570288,4,0.3285,0.6942,0.6942
1,8,2024-12-01,1959,5,5,1974,10,1.15,1945026.21,1.06,104,1718.11,2024,12,269,14.480786524654052,50,0.3341,0.6942,0.6942
1,7,2023-07-03,1201,4,3,1952,8,1.13,652211.84,2.92,29,1587.05,2023,7,786,13.388126229356077,71,0.3341,0.6942,0.6942
0,25,2018-05-05,1235,1,1,2002,9,1.02,922440.29,2.88,33,44980.0,2018,5,2671,13.73477901059514,16,0.3285,0.3058,0.0995
2,6,2025-04-20,3817,2,1,1995,5,1.07,2461678.27,2.91,43,74392.1,2025,4,129,14.71635430510391,30,0.3285,0.3058,0.1019
0,21,2021-09-20,1734,3,3,1994,10,1.08,1047908.39,2.85,90,43965.67,2021,9,1437,13.862307680201585,27,0.3374,0.3058,0.1019
0,15,2024-06-17,2596,2,2,2007,8,1.06,1848015.36,2.45,47,79391.68,2024,6,436,14.429623383958434,17,0.3374,0.3058,0.0995
0,18,2018-12-08,800,1,1,1988,10,1.01,322014.46,1.23,158,330.06,2018,12,2454,12.682354835796346,30,0.3374,0.6942,0.6942
1,5,2022-09-26,1171,4,1,1996,6,1.06,667828.75,1.26,159,21891.59,2022,9,1066,13.41178855476565,26,0.3374,0.3058,0.1019
0,21,2021-02-27,971,2,2,1981,9,0.92,378531.06,2.77,166,873.78,2021,2,1642,12.844056051046671,40,0.3341,0.6942,0.6942
0,20,2018-04-06,3284,5,1,1953,10,0.99,2653234.23,2.72,90,6014.0,2018,4,2700,14.791290294850825,65,0.3374,0.6942,0.6942
0,25,2020-01-13,3585,5,5,2012,1,1.01,1494562.29,2.87,150,3574.49,2020,1,2053,14.217344608421028,8,0.3285,0.6942,0.6942
1,13,2023-08-08,502,4,3,1989,5,1.15,344042.49,2.4,148,12422.01,2023,8,750,12.748523352783247,34,0.3341,0.3058,0.0995
0,11,2018-11-10,1028,2,2,1956,4,1.0,645636.64,1.15,104,40638.18,2018,11,2482,13.377993696592759,62,0.3341,0.3058,0.1019
0,15,2021-10-04,2831,4,1,1962,8,1.08,1776582.38,3.0,71,4441.46,2021,10,1423,14.390202628326326,59,0.3285,0.6942,0.6942
1,2,2024-04-23,2792,1,1,1976,8,1.09,1756620.31,1.5,15,78868.52,2024,4,491,14.378902811781755,48,0.3285,0.3058,0.1019
0,18,2020-05-20,2669,3,2,2000,5,0.86,1302843.57,2.97,89,3224.54,2020,5,1925,14.080060562729338,20,0.3374,0.6942,0.6942
0,15,2023-10-27,3780,4,3,1960,5,1.15,2064117.39,2.82,78,4850.68,2023,10,670,14.540213763434721,63,0.3341,0.6942,0.6942
1,22,2019-07-05,1186,5,3,1989,6,1.0,672417.42,2.54,62,20774.19,2019,7,2245,13.418636074549468,30,0.3285,0.3058,0.1019
1,0,2025-03-28,1449,2,2,1969,4,1.06,627865.74,1.4,168,54934.42,2025,3,152,13.350083225481042,56,0.3374,0.3058,0.1019
1,28,2023-04-05,2367,4,1,2023,6,1.11,1363420.46,1.06,90,1204.35,2023,4,875,14.125507877848559,0,0.3341,0.6942,0.6942
1,19,2025-05-07,645,1,1,2025,6,1.07,421180.27,2.0,137,701.97,2025,5,112,12.950818590067083,0,0.3285,0.6942,0.6942
0,21,2023-11-22,2590,4,2,2003,8,1.06,1764128.67,1.92,163,2822.61,2023,11,644,14.383168021917509,20,0.3374,0.6942,0.6942
1,10,2020-08-19,1848,2,2,2016,10,0.89,711877.9,2.44,164,1447.49,2020,8,1834,13.47566309165848,4,0.3285,0.6942,0.6942
0,20,2024-07-30,3040,1,1,1952,3,1.09,1298312.37,1.3,98,1406.51,2024,7,393,14.076576572377427,72,0.3285,0.6942,0.6942
2,9,2020-05-22,3871,5,5,1953,10,0.94,2160466.82,2.82,67,147250.26,2020,5,1923,14.585835339542896,67,0.3341,0.3058,0.0995
2,16,2022-09-17,1801,2,1,1976,6,1.07,1374193.62,2.8,82,49769.77,2022,9,1075,14.133378386566354,46,0.3285,0.3058,0.1019
1,28,2025-05-11,3308,4,1,1967,2,1.13,1904748.01,2.84,52,4507.9,2025,5,108,14.459860804581872,58,0.3374,0.6942,0.6942
2,27,2018-10-13,1638,3,3,2003,5,0.98,1120747.58,1.89,95,1765.18,2018,10,2510,13.929507395008184,15,0.3341,0.6942,0.6942
2,9,2022-06-24,885,5,5,1955,7,1.08,557265.68,1.54,21,715.16,2022,6,1160,13.23079918350539,67,0.3374,0.6942,0.6942
0,11,2018-11-29,712,4,3,1975,7,0.99,392217.85,1.42,69,18408.01,2018,11,2463,12.879575253802589,43,0.3341,0.3058,0.0995
0,1,2020-03-06,1266,1,1,1979,2,0.86,681522.71,1.5,137,851.9,2020,3,2000,13.432086320415957,41,0.3374,0.6942,0.6942
0,1,2023-03-21,3972,4,2,1995,1,1.13,1726504.09,1.57,89,2258.84,2023,3,890,14.361609743968858,28,0.3285,0.6942,0.6942
1,22,2022-01-13,3870,4,1,1984,10,1.05,2874376.13,2.97,93,7114.08,2022,1,1322,14.87134655830671,38,0.3341,0.6942,0.6942
0,15,2022-02-25,871,1,1,1966,2,1.07,495838.49,1.45,167,599.14,2022,2,1279,13.114007544463448,56,0.3374,0.6942,0.6942
2,26,2021-07-20,2185,2,1,1969,7,1.07,1070770.13,1.28,62,64335.22,2021,7,1499,13.883889629114334,52,0.3341,0.3058,0.1019
2,24,2020-01-10,3203,2,1,1986,6,1.02,2066928.2,2.58,149,4443.9,2020,1,2056,14.541574585537361,34,0.3285,0.6942,0.6942
0,1,2020-04-11,2010,5,2,1978,6,0.91,1495846.9,2.92,160,3639.89,2020,4,1964,14.218203761224705,42,0.3341,0.6942,0.6942
0,25,2022-12-22,3876,3,1,1976,3,1.12,2039257.04,2.55,95,4333.42,2022,12,979,14.52809659378102,46,0.3285,0.6942,0.6942
0,1,2020-01-23,2726,3,1,2005,1,1.0,1571612.61,2.2,145,66810.55,2020,1,2043,14.267613426593313,15,0.3374,0.3058,0.0995
0,11,2020-02-01,2819,3,2,1973,8,1.01,1932610.28,2.23,38,57995.53,2020,2,2034,14.47438264122699,47,0.3374,0.3058,0.0995
2,26,2023-12-27,1354,2,1,1967,5,1.07,563647.19,1.29,118,605.92,2023,12,609,13.242185559254889,56,0.3285,0.6942,0.6942
2,24,2020-03-21,870,4,3,1994,2,0.89,542078.92,2.38,91,1075.12,2020,3,1985,13.203168723426067,26,0.3374,0.6942,0.6942
2,9,2020-08-01,633,5,2,1978,10,0.87,462512.66,1.92,139,740.02,2020,8,1852,13.044431370633598,42,0.3341,0.6942,0.6942
2,9,2020-05-13,691,5,5,1962,4,0.87,358451.61,1.65,71,492.87,2020,5,1932,12.789551740604768,58,0.3285,0.6942,0.6942
0,20,2020-12-18,1390,3,2,1966,10,0.87,491329.76,2.96,152,1211.95,2020,12,1713,13.104872825600475,54,0.3341,0.6942,0.6942
0,20,2020-10-14,1363,4,2,1953,10,0.89,818264.64,1.06,157,41416.6,2020,10,1778,13.614942306143483,67,0.3285,0.3058,0.0995
0,25,2025-02-11,1138,3,3,1972,8,1.11,755523.32,2.04,25,1284.39,2025,2,197,13.535167250779075,53,0.3341,0.6942,0.6942
0,20,2020-03-02,2552,3,1,1958,6,0.89,1021993.18,2.47,153,2103.6,2020,3,2004,13.837266355013329,62,0.3341,0.6942,0.6942
0,1,2021-07-25,1672,5,3,1976,8,1.06,1378332.8,2.11,163,2423.57,2021,7,1494,14.136385936344917,45,0.3374,0.6942,0.6942
0,15,2021-05-06,3913,4,4,1985,4,0.92,1738555.14,2.06,17,2984.52,2021,5,1574,14.368565522114595,36,0.3341,0.6942,0.6942
2,9,2024-03-03,2797,4,1,1961,6,1.13,1549532.37,1.71,62,2208.08,2024,3,542,14.253464391957392,63,0.3374,0.6942,0.6942
1,5,2024-06-20,3066,1,1,2020,9,1.1,1220803.5,2.34,29,2380.57,2024,6,433,14.015020625613007,4,0.3341,0.6942,0.6942
1,22,2018-11-13,1371,4,2,1993,2,1.02,523740.24,1.4,20,611.03,2018,11,2479,13.16875302454162,25,0.3341,0.6942,0.6942
1,10,2024-03-23,1573,3,3,1990,10,1.06,854337.86,2.37,24,1687.32,2024,3,522,13.658083185638837,34,0.3285,0.6942,0.6942
0,1,2019-02-02,2209,4,4,1963,5,1.02,1692805.12,2.73,91,3851.13,2019,2,2398,14.34189813595149,56,0.3374,0.6942,0.6942
0,25,2019-03-26,1950,4,3,1952,6,1.01,800451.31,2.32,126,1547.54,2019,3,2346,13.59293223437877,67,0.3285,0.6942,0.6942
1,28,2021-10-21,3757,4,4,1986,9,1.06,2076022.57,2.22,133,3840.64,2021,10,1406,14.545964876768013,35,0.3374,0.6942,0.6942
0,15,2023-07-07,1754,3,1,1992,8,1.15,996480.83,2.74,124,2275.3,2023,7,782,13.811986184650385,31,0.3374,0.6942,0.6942
0,15,2018-01-17,1726,2,1,1958,4,1.02,1033626.79,1.81,76,1559.05,2018,1,2779,13.848585298258943,60,0.3374,0.6942,0.6942
0,21,2021-03-24,2104,4,2,2015,2,0.93,744233.77,2.9,51,1798.56,2021,3,1617,13.520111815114728,6,0.3374,0.6942,0.6942
0,25,2024-09-02,1573,3,2,1987,2,1.14,661638.86,1.91,81,1053.11,2024,9,359,13.402476668760706,37,0.3341,0.6942,0.6942
2,3,2022-12-31,1137,4,2,2014,7,1.09,719471.54,1.52,24,44430.15,2022,12,970,13.486273639188608,8,0.3374,0.3058,0.0995
